image,old_class,new_class,text,entity_value,entity_field
X51006619709,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51006619709,LINE_TOTAL,TOTAL,RM 57.40,RM 57.40,total
X51006619758,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619758,LINE_TOTAL,TOTAL,13.60,13.60,total
X51006619765,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51006619765,LINE_TOTAL,TOTAL,RM 64.70,RM 64.70,total
X51006619772,ITEM,COMPANY,GOLDEN ARCHES RESTAURANTS SDN BHD,GOLDEN ARCHES RESTAURANTS SDN BHD,company
X51006619772,LINE_TOTAL,TOTAL,28.20,28.20,total
X51006619772,ITEM,ADDRESS,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3","LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",address
X51006619777,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619777,LINE_TOTAL,TOTAL,27.30,27.30,total
X51006619780,ITEM,COMPANY,YAM FRESH,YAM FRESH,company
X51006619780,OTHER,TOTAL,RM8.35,RM8.35,total
X51006619780,ITEM,ADDRESS,"NO.145G, JALAN RIMBUNAN RAYA 1,","NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR",address
X51006619783,DOCUMENT_NO,COMPANY,FOUR QUARTERS SDN BHD (1079369-P),FOUR QUARTERS SDN BHD,company
X51006619783,LINE_TOTAL,TOTAL,43.90,43.90,total
X51006619783,ITEM,ADDRESS,DAMANSARA UTAMA PETALING JAYA,NO.128G JLN SS21/35 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,address
X51006619785,ITEM,COMPANY,ECOSWAY.COM SDN BHD (509213A),ECOSWAY.COM SDN BHD,company
X51006619785,TAX,TOTAL,AMT PAID INCL. GST : RM78.30,RM78.30,total
X51006619785,ITEM,ADDRESS,"2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN,","2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.",address
X51006619854,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006619854,OTHER,TOTAL,RM2.10 S,2.10,total
X51006619862,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51006619862,LINE_TOTAL,TOTAL,RM 13.30,RM 13.30,total
X51006620161,LINE_TOTAL,TOTAL,110.00,110.00,total
X51006620161,ITEM,ADDRESS,"NO.54, BATU 5,JALAN IPOH,","NO.54, BATU 5,JALAN IPOH, KG.BATU, 51200 KUALA LUMPUR",address
X51006620176,ITEM,COMPANY,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,company
X51006620176,LINE_TOTAL,TOTAL,RM 12.50,RM 12.50,total
X51006620181,ITEM,COMPANY,NADEJE PLATINUM SDN BHD,NADEJE PLATINUM SDN BHD,company
X51006620181,OTHER,TOTAL,GRAND TOTAL RM51.30,RM51.30,total
X51006620186,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51006620186,LINE_TOTAL,TOTAL,RM 68.10,RM 68.10,total
X51006620187,ADDRESS,COMPANY,ANEKA INTERTRADE MARKETING SDN BHD (524463-X),ANEKA INTERTRADE MARKETING SDN BHD,company
X51006620187,LINE_TOTAL,TOTAL,6.85,6.85,total
X51006620187,ITEM,ADDRESS,"SELANGOR DARUL EHSAN, MALAYSIA","LOT NO2, JALAN UTARID U5/13, SEKSYEN U5, 40150 SNAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA",address
X51006620189,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006620189,LINE_TOTAL,TOTAL,177.20,177.20,total
X51006620190,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51006620190,LINE_TOTAL,TOTAL,RM 21.50,RM 21.50,total
X51006620191,ADDRESS,COMPANY,BEST DENKI MALAYSIA (308282-A),BEST DENKI MALAYSIA,company
X51006620191,LINE_TOTAL,TOTAL,89.00,89.00,total
X51006620414,ITEM,COMPANY,EDEN IMPRESSION SDN BHD,EDEN IMPRESSION SDN BHD,company
X51006620414,OTHER,TOTAL,RM9.75,RM9.75,total
X51006620414,ITEM,ADDRESS,"LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS","LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS DUTAMAS. NO 1, JALAN DUTAMAS, 50480 KL",address
X51006647932,ITEM,COMPANY,UROKO JAPANESE CUISINE SDN BHD,UROKO JAPANESE CUISINE SDN BHD,company
X51006647932,LINE_TOTAL,TOTAL,87.10,87.10,total
X51006679216,ITEM,COMPANY,FTOF NOODLE HOUSE,FTOF NOODLE HOUSE,company
X51006679216,OTHER,DATE,21/05/2018TIME:,21/05/2018,date
X51006679216,OTHER,TOTAL,RM31.60,RM31.60,total
X51006679216,ITEM,ADDRESS,"TAMAN USAHAWAN KEPONG, KEPONG UTARA,","NO.25, JALAN METRO PERDANA BARAT 2, TAMAN USAHAWAN KEPONG, KEPONG UTARA, 52100 KUALA LUMPUR.",address
X51006679222,LINE_TOTAL,TOTAL,39.90,39.90,total
X51006713996,ITEM,COMPANY,SKCA HARDWARE & TIMBER SDN. BHD.,SKCA HARDWARE & TIMBER SDN. BHD.,company
X51006713996,DOCUMENT_NO,DATE,01-NOV-2017 11:20:04AM R05934,01-NOV-2017,date
X51006713996,LINE_TOTAL,TOTAL,142.00,142.00,total
X51006714065,ITEM,COMPANY,ANN GIAP TRADING SDN BHD,ANN GIAP TRADING SDN BHD,company
X51006714065,LINE_TOTAL,TOTAL,66.00,66.00,total
X51006733494,ITEM,COMPANY,KEDAI UHAT DAN RUNCIT CHONG HWA,KEDAI UHAT DAN RUNCIT CHONG HWA,company
X51006733494,OTHER,DATE,"OCT 3, 2016 12:16:25 PM","OCT 3, 2016",date
X51006733494,OTHER,TOTAL,RM33.90,RM33.90,total
X51006733494,ITEM,ADDRESS,"3, JALAN PERDANA 5, TAMAN INDAH PERDANA,","3, JALAN PERDANA 5, TAMAN INDAH PERDANA, KEPONG, 52100 KL.",address
X51006828217,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51006828217,LINE_TOTAL,TOTAL,14.40,14.40,total
X51006856981,ITEM,COMPANY,GUARDIAN HEALTH AND BEAUTY SDN BHD,GUARDIAN HEALTH AND BEAUTY SDN BHD,company
X51006856981,LINE_TOTAL,TOTAL,13.78,13.78,total
X51006857071,ITEM,COMPANY,K STATIONERY & OFFICE SUPPLIES,K STATIONERY & OFFICE SUPPLIES,company
X51006857071,LINE_TOTAL,TOTAL,148.00,148.00,total
X51006857071,ITEM,ADDRESS,"NO.9, JALAN MANIS 3, TAMAN SEGAR","NO.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR.",address
X51006857265,ITEM,COMPANY,MPH BOOKSTORES,MPH BOOKSTORES SDN BHD,company
X51006857265,LINE_TOTAL,TOTAL,31.45,31.45,total
X51006857660,ITEM,COMPANY,BECON STATIONER,BECON STATIONER BECON ENTERPRISE SDN BHD,company
X51006857660,LINE_TOTAL,TOTAL,247.55,247.55,total
X51006867435,ITEM,COMPANY,GUARDIAN HEALTH AND BEAUTY SDN BHD,GUARDIAN HEALTH AND BEAUTY SDN BHD,company
X51006867435,OTHER,TOTAL,2.28 S,2.28,total
X51006867435,ITEM,ADDRESS,NO 15 JALAN BANDAR RAWANG 10,NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG,address
X51006867436,ITEM,COMPANY,GUARDIAN HEALTH AND BEAUTY SDN BHD,GUARDIAN HEALTH AND BEAUTY SDN BHD,company
X51006867436,LINE_TOTAL,TOTAL,4.50,4.50,total
X51006867436,ITEM,ADDRESS,NO 15 JALAN BANDAR RAWANG 10,NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG,address
X51006882603,ITEM,COMPANY,ECO-SHOP MARKETING SDN BHD,ECO-SHOP MARKETING SDN BHD,company
X51006882603,LINE_TOTAL,TOTAL,16.30,16.30,total
X51006912960,ITEM,COMPANY,DE MAXIMUM THAI EXPRESS SDN BHD,DE MAXIMUM THAI EXPRESS SDN BHD,company
X51006912960,LINE_TOTAL,TOTAL,30.70,30.70,total
X51006912972,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006912972,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006912974,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006912974,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913007,LINE_TOTAL,TOTAL,99.90,99.90,total
X51006913007,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51006913019,LINE_TOTAL,TOTAL,476.80,476.80,total
X51006913019,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51006913023,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913023,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913024,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913024,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913028,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913028,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913030,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913030,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913031,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913031,LINE_TOTAL,TOTAL,$6.60,$6.60,total
X51006913031,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913051,ADDRESS,COMPANY,THE TOAST F&B SDN BHD (965752-T),THE TOAST F&B SDN BHD,company
X51006913051,LINE_TOTAL,TOTAL,31.00,31.00,total
X51006913051,DOCUMENT_NO,ADDRESS,LOT 2110&2111 JALAN PERMAS UTARA,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,address
X51006913054,ITEM,COMPANY,DE LUXE CIRCLE FRESH MART SDN BHD,DE LUXE CIRCLE FRESH MART SDN BHD,company
X51006913054,LINE_TOTAL,TOTAL,12.00,12.00,total
X51006913055,ITEM,COMPANY,VERBENA CONFECTIONERY SDN BHD,VERBENA CONFECTIONERY SDN BHD,company
X51006913055,LINE_TOTAL,TOTAL,75.70,75.70,total
X51006913059,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913059,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913068,ITEM,COMPANY,GERBANG ALAF RESTAURANTS SDN BHD,GERBANG ALAF RESTAURANTS SDN BHD,company
X51006913068,LINE_TOTAL,TOTAL,11.10,11.10,total
X51006913068,ITEM,ADDRESS,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3","LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETA ING JAYA SELANGOR",address
X51006913070,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913070,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913073,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51006913073,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51006913074,ITEM,COMPANY,DOMINO'S PIZZA TAMAN UNIVERSITI,DOMINO'S PIZZA TAMAN UNIVERSITI,company
X51006913074,LINE_TOTAL,TOTAL,6.70,6.70,total
X51006913074,ITEM,ADDRESS,"30, JLN KEBUDAYAAN 7, TMN UNIVERSITI","30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR",address
X51007103578,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103578,LINE_TOTAL,TOTAL,RM 31.20,RM 31.20,total
X51007103599,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103599,LINE_TOTAL,TOTAL,RM 9.00,RM 9.00,total
X51007103639,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103639,LINE_TOTAL,TOTAL,RM 15.40,RM 15.40,total
X51007103641,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103641,LINE_TOTAL,TOTAL,RM 34.80,RM 34.80,total
X51007103643,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103643,LINE_TOTAL,TOTAL,RM 34.80,RM 34.80,total
X51007103675,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103675,LINE_TOTAL,TOTAL,RM 48.10,48.10,total
X51007103681,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103681,LINE_TOTAL,TOTAL,2.10,2.10,total
X51007103688,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103688,LINE_TOTAL,TOTAL,38.00,38.00,total
X51007103691,LINE_TOTAL,TOTAL,26.10,26.10,total
X51007103691,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51007103692,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103692,LINE_TOTAL,TOTAL,RM 53.20,53.20,total
X51007103702,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007103702,LINE_TOTAL,TOTAL,RM 5.00,5.00,total
X51007135037,ITEM,COMPANY,S&Y STATIONERY,S&Y STATIONERY,company
X51007135037,OTHER,DATE,05-JAN-2017 03:17:50 PM,05-JAN-2017,date
X51007135037,LINE_TOTAL,TOTAL,72.00,72.00,total
X51007135247,ADDRESS,COMPANY,99 SPEED MART S/B (519537-X),99 SPEED MART S/B,company
X51007135247,LINE_TOTAL,TOTAL,37.45,37.45,total
X51007135247,ITEM,ADDRESS,"LOT P.T. 2811, JALAN ANGSA,","LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR",address
X51007225398,ITEM,COMPANY,ENW HARDWARE CENTRE (M) SDN. BHD.,ENW HARDWARE CENTRE (M) SDN. BHD.,company
X51007225398,LINE_TOTAL,TOTAL,27.00,27.00,total
X51007225398,ITEM,ADDRESS,"PETALING JAYA, SELANGOR DARUL EHSAN.","NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.",address
X51007225399,ITEM,COMPANY,ENW HARDWARE CENTRE (M) SDN. BHD.,ENW HARDWARE CENTRE (M) SDN. BHD.,company
X51007225399,LINE_TOTAL,TOTAL,156.00,156.00,total
X51007225399,ITEM,ADDRESS,"PETALING JAYA, SELANGOR DARUL EHSAN.","NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.",address
X51007225417,ITEM,COMPANY,ENW HARDWARE CENTRE (M) SDN. BHD.,ENW HARDWARE CENTRE (M) SDN. BHD.,company
X51007225417,LINE_TOTAL,TOTAL,51.00,51.00,total
X51007225417,ITEM,ADDRESS,"PETALING JAYA, SELANGOR DARUL EHSAN.","NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.",address
X51007225442,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51007225442,LINE_TOTAL,TOTAL,RM 23.00,23.00,total
X51007228448,ITEM,COMPANY,KFA SUPPLY,KFA SUPPLY,company
X51007228448,LINE_TOTAL,TOTAL,11.60,11.60,total
X51007228448,ITEM,ADDRESS,125A TINGKAT BAWAH PT 1961 JALAN MALINJA,125A TINGKAT BAWAH PT 1961 JALAN MALINJA SITE B 45400 SEKINCHAN SELANGOR,address
X51007231336,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007231336,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007231338,ITEM,COMPANY,DIMILIKI OLEH T PLUS F&B SDN. BHD.,DIMILIKI OLEH T PLUS F&B SDN. BHD.,company
X51007231338,LINE_TOTAL,TOTAL,9.45,9.45,total
X51007231338,OTHER,ADDRESS,"LOT NO.: 4F-27 & 4FK-38, 4TH FLOOR","PARADIGM MALL LOT NO.: 4F-27 & 4FK-38, 4TH FLOOR",address
X51007231344,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007231344,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007231361,ITEM,COMPANY,DIMILIKI OLEH : DOVE HOLDINGS SDN BHD,DIMILIKI OLEH : DOVE HOLDINGS SDN BHD,company
X51007231361,LINE_TOTAL,TOTAL,164.80,164.80,total
X51007231361,ITEM,ADDRESS,"NO 1, JLN DESA TEBRAU, TMN DESA TEBRAU,","LOT S25, AEON TEBRAU CITY JUSCO NO 1, JLN DESA TEBRAU, TMN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOR",address
X51007231365,ITEM,COMPANY,OLD TOWN KOPITIAM SDN BHD,OLD TOWN KOPITIAM SDN BHD,company
X51007231365,LINE_TOTAL,TOTAL,28.50,28.50,total
X51007231370,ITEM,COMPANY,THE MARCO POLO KITCH,THE MARCO POLO KITCH BUKIT INDAH,company
X51007231370,LINE_TOTAL,TOTAL,15.15,15.15,total
X51007231370,ITEM,ADDRESS,"NO 35,JALAN INDAH 15/2,BUKIT INDAH","NO 35,JALAN INDAH 15/2,BUKIT INDAH 81200 JOHOR BAHRU,JOHOR",address
X51007231374,ADDRESS,COMPANY,WARAKUYA PERMAS CITY SDN BHD,WARAKUYA PERMAS CITY SDN BHD,company
X51007231374,LINE_TOTAL,TOTAL,24.40,24.40,total
X51007262315,ITEM,COMPANY,GERBANG ALAF RESTAURANTS SDN BHD,GERBANG ALAF RESTAURANTS SDN BHD,company
X51007262315,LINE_TOTAL,TOTAL,70.30,70.30,total
X51007262315,ITEM,ADDRESS,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3","LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",address
X51007262328,ITEM,COMPANY,FARMASI LIGAMAS,FARMASI LIGAMAS,company
X51007262328,LINE_TOTAL,TOTAL,25.00,25.00,total
X51007262330,ITEM,COMPANY,SWC ENTERPRISE SDN BHD,SWC ENTERPRISE SDN BHD,company
X51007262330,LINE_TOTAL,TOTAL,41.20,41.20,total
X51007339094,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339094,OTHER,TOTAL,1 X 35.0000,35.00,total
X51007339094,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339095,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339095,LINE_TOTAL,TOTAL,14.90,14.90,total
X51007339095,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339097,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339097,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339097,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339098,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339098,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339098,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339100,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339100,OTHER,TOTAL,1 X 3.0000,3.00,total
X51007339100,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339106,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339106,LINE_TOTAL,TOTAL,43.70,43.7,total
X51007339106,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339107,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339107,LINE_TOTAL,TOTAL,14.90,14.90,total
X51007339107,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339110,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339110,LINE_TOTAL,TOTAL,2.00,2.00,total
X51007339110,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339111,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339111,LINE_TOTAL,TOTAL,3.00,3.00,total
X51007339111,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339112,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339112,LINE_TOTAL,TOTAL,5.80,5.80,total
X51007339112,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339113,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339113,LINE_TOTAL,TOTAL,5.80,5.80,total
X51007339113,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339114,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339114,OTHER,TOTAL,1 X 36.0000,36.00,total
X51007339114,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339115,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339115,OTHER,TOTAL,1 X 3.9000,3.90,total
X51007339115,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339117,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339117,LINE_TOTAL,TOTAL,33.50,33.50,total
X51007339117,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339118,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339118,LINE_TOTAL,TOTAL,2.00,2.00,total
X51007339118,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339120,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339120,LINE_TOTAL,TOTAL,9.30,9.30,total
X51007339120,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
